,city_num,3num,alphabet,2num,location,city
971419020##IMG_20181222_144159.jpg##NR##1.jpg,10.0,459,ي,55,tehran,tehran
971419020##IMG_20181222_144208.jpg##NR##1.jpg,20.0,533,ب,12,tehran,tehran
971419020##IMG_20181222_144216.jpg##NR##1.jpg,57.0,879,ج,24,markazi,markazi
971419020##IMG_20181222_144221.jpg##NR##1.jpg,22.0,939,و,27,tehran,tehran
971419020##IMG_20181222_144226.jpg##NR##1.jpg,99.0,294,س,76,tehran,tehran
971419020##IMG_20181222_144230.jpg##NR##1.jpg,99.0,186,ج,41,tehran,tehran
971419020##IMG_20181222_144239.jpg##NR##1.jpg,20.0,695,ج,25,tehran,tehran
971419020##IMG_20181222_144243.jpg##NR##1.jpg,55.0,592,ص,11,tehran,tehran
971419020##IMG_20181222_144248.jpg##NR##1.jpg,77.0,967,ل,77,tehran,tehran
971419020##IMG_20181222_144326.jpg##NR##1.jpg,66.0,499,ب,98,tehran,tehran
971419020##IMG_20181222_144326.jpg##NR##2.jpg,10.0,771,و,16,tehran,tehran
971419020##IMG_20181222_144326.jpg##NR##3.jpg,10.0,446,ق,76,tehran,tehran
971419020##IMG_20181222_144413.jpg##NR##1.jpg,20.0,816,س,25,tehran,tehran
971419020##IMG_20181222_144440.jpg##NR##1.jpg,66.0,115,ه,99,tehran,tehran
971419020##IMG_20181222_144445.jpg##NR##1.jpg,10.0,721,م,35,tehran,tehran
971419020##IMG_20181222_144456.jpg##NR##1.jpg,55.0,753,ب,64,tehran,tehran
971419020##IMG_20181222_144516.jpg##NR##1.jpg,88.0,746,ي,34,tehran,tehran
971419020##IMG_20181222_144527.jpg##NR##1.jpg,33.0,337,ط,18,tehran,tehran
971419020##IMG_20181222_144536.jpg##NR##1.jpg,77.0,326,ط,66,tehran,tehran
971419020##IMG_20181222_144558.jpg##NR##1.jpg,99.0,866,ب,38,tehran,tehran
971419020##IMG_20181222_144602.jpg##NR##1.jpg,99.0,287,ل,58,tehran,tehran
971419020##IMG_20181222_144607.jpg##NR##1.jpg,77.0,336,ج,37,tehran,tehran
971419020##IMG_20181222_144614.jpg##NR##2.jpg,74.0,183,ب,94,"khorasan razavi , jonobi",mashhad
971419020##IMG_20181222_144623.jpg##NR##1.jpg,55.0,683,ص,98,tehran,tehran
971419020##IMG_20181223_151603.jpg##NR##1.jpg,21.0,162,ن,63,"karaj , tehran",tehran
971419020##IMG_20181223_151617.jpg##NR##1.jpg,77.0,564,ه,71,tehran,tehran
971419020##IMG_20181223_151617.jpg##NR##2.jpg,88.0,297,ق,43,tehran,tehran
971419020##IMG_20181223_151811.jpg##NR##1.jpg,33.0,395,ط,42,tehran,tehran
971419020##IMG_20181223_151819.jpg##NR##1.jpg,99.0,534,ط,26,tehran,tehran
971419020##IMG_20181223_151841.jpg##NR##1.jpg,66.0,657,ب,13,tehran,tehran
971419020##IMG_20181223_151849.jpg##NR##1.jpg,78.0,131,ي,47,"karaj , tehran",alborz
971419020##IMG_20181223_151855.jpg##NR##1.jpg,66.0,431,ن,83,tehran,tehran
971419020##IMG_20181223_151904.jpg##NR##1.jpg,99.0,368,ه,61,tehran,tehran
971419020##IMG_20181223_151916.jpg##NR##1.jpg,33.0,766,ب,18,tehran,tehran
971419020##IMG_20181223_151921.jpg##NR##1.jpg,10.0,335,ن,56,tehran,tehran
971419020##IMG_20181223_151934.jpg##NR##1.jpg,89.0,139,ب,12,ghazvin,ghazvin
971419020##IMG_20181223_151938.jpg##NR##1.jpg,66.0,874,ن,27,tehran,tehran
971419020##IMG_20181223_151955.jpg##NR##1.jpg,33.0,614,ل,69,tehran,tehran
971419020##IMG_20181223_152000.jpg##NR##1.jpg,99.0,421,ج,96,tehran,tehran
971419020##IMG_20181223_152007.jpg##NR##1.jpg,55.0,719,م,69,tehran,tehran
971419020##IMG_20181223_152018.jpg##NR##1.jpg,33.0,758,و,39,tehran,tehran
971419020##IMG_20181223_152028.jpg##NR##1.jpg,77.0,399,ب,14,tehran,tehran
971419020##IMG_20181223_152036.jpg##NR##1.jpg,44.0,251,د,56,tehran,tehran
971419020##IMG_20181223_152059.jpg##NR##1.jpg,44.0,122,د,17,tehran,tehran
971419020##IMG_20181223_152109.jpg##NR##1.jpg,11.0,956,ل,54,tehran,tehran
971419020##IMG_20181223_152118.jpg##NR##1.jpg,66.0,781,ط,65,tehran,tehran
971419020##IMG_20181223_152123.jpg##NR##1.jpg,99.0,229,د,44,tehran,tehran
971419020##IMG_20181223_152128.jpg##NR##1.jpg,44.0,384,ع,82,tehran,tehran
971419020##IMG_20181223_152159.jpg##NR##1.jpg,99.0,823,ص,56,tehran,tehran
971419020##IMG_20181223_152208.jpg##NR##1.jpg,33.0,122,ن,61,tehran,tehran
971419020##IMG_20181223_152215.jpg##NR##1.jpg,36.0,129,م,33,khorasan razavi,sabzevar
971419020##IMG_20181223_152230.jpg##NR##1.jpg,44.0,461,ع,31,tehran,tehran
971419020##IMG_20181223_152304.jpg##NR##1.jpg,88.0,595,و,98,tehran,tehran
971419020##IMG_20181223_152312.jpg##NR##1.jpg,11.0,787,پ,55,tehran,tehran
971419020##IMG_20181223_152325.jpg##NR##1.jpg,55.0,668,ه,48,tehran,tehran
971419020##IMG_20181223_152421.jpg##NR##1.jpg,11.0,313,ب,53,tehran,tehran
971419020##IMG_20181223_152425.jpg##NR##1.jpg,66.0,962,ن,84,tehran,tehran
971419020##IMG_20181223_152436.jpg##NR##1.jpg,77.0,236,س,89,tehran,tehran
971419020##IMG_20181223_152440.jpg##NR##1.jpg,44.0,966,ب,66,tehran,tehran
971419020##IMG_20181223_152444.jpg##NR##1.jpg,33.0,144,ه,18,tehran,tehran
971419020##IMG_20181223_152449.jpg##NR##1.jpg,33.0,522,ن,95,tehran,tehran
971419020##IMG_20181223_152454.jpg##NR##1.jpg,44.0,673,ه,15,tehran,tehran
971419020##IMG_20181223_152459.jpg##NR##1.jpg,10.0,887,م,69,tehran,tehran
971419020##IMG_20181223_152503.jpg##NR##1.jpg,99.0,314,ق,88,tehran,tehran
971419020##IMG_20181223_152507.jpg##NR##1.jpg,33.0,842,س,23,tehran,tehran
971419020##IMG_20181223_152511.jpg##NR##1.jpg,44.0,751,م,87,tehran,tehran
971419020##IMG_20181223_152521.jpg##NR##1.jpg,99.0,687,ق,98,tehran,tehran
971419020##IMG_20181223_152525.jpg##NR##1.jpg,88.0,692,ق,89,tehran,tehran
971419020##IMG_20181223_152532.jpg##NR##1.jpg,22.0,938,ط,24,tehran,tehran
971419020##IMG_20181223_152536.jpg##NR##1.jpg,10.0,949,ن,96,tehran,tehran
971419020##IMG_20181223_152541.jpg##NR##1.jpg,57.0,714,ج,78,markazi,markazi
971419020##IMG_20181223_152548.jpg##NR##1.jpg,33.0,549,ت,75,tehran,tehran
971419020##IMG_20181223_152602.jpg##NR##1.jpg,96.0,488,د,31,semnan,garmsar
971419020##IMG_20181223_152608.jpg##NR##1.jpg,10.0,994,س,67,tehran,tehran
971419020##IMG_20181223_152611.jpg##NR##1.jpg,88.0,226,ل,25,tehran,tehran
971419020##IMG_20181223_152616.jpg##NR##1.jpg,33.0,988,ت,88,tehran,tehran
971419020##IMG_20181223_152621.jpg##NR##1.jpg,44.0,612,ن,14,tehran,tehran
971419020##IMG_20181223_152626.jpg##NR##1.jpg,44.0,922,ع,17,tehran,tehran
971419020##IMG_20181223_152652.jpg##NR##1.jpg,77.0,819,م,68,tehran,tehran
971419020##IMG_20181223_152717.jpg##NR##1.jpg,55.0,868,ط,82,tehran,tehran
971419020##IMG_20181223_152910.jpg##NR##1.jpg,20.0,566,س,19,tehran,tehran
971419020##IMG_20181223_152932.jpg##NR##1.jpg,77.0,248,ط,47,tehran,tehran
971419020##IMG_20181223_152940.jpg##NR##1.jpg,99.0,143,س,91,tehran,tehran
971419020##IMG_20181223_152944.jpg##NR##1.jpg,99.0,473,ي,28,tehran,tehran
971419020##IMG_20181223_153000.jpg##NR##1.jpg,10.0,719,و,99,tehran,tehran
971419020##IMG_20181223_153018.jpg##NR##1.jpg,44.0,143,ه,39,tehran,tehran
971419020##IMG_20181223_153022.jpg##NR##1.jpg,88.0,861,ج,36,tehran,tehran
971419020##IMG_20181223_153113.jpg##NR##1.jpg,99.0,238,ن,59,tehran,tehran
971419020##IMG_20181223_153125.jpg##NR##1.jpg,21.0,464,ن,69,"karaj , tehran",tehran
971419020##IMG_20181223_153132.jpg##NR##1.jpg,22.0,473,ت,81,tehran,tehran
971419020##IMG_20181223_153139.jpg##NR##1.jpg,10.0,129,ص,82,tehran,tehran
971419020##IMG_20181223_153145.jpg##NR##1.jpg,88.0,219,و,62,tehran,tehran
971419020##IMG_20181223_153149.jpg##NR##1.jpg,21.0,242,ن,33,"karaj , tehran",tehran
971419020##IMG_20181223_153152.jpg##NR##1.jpg,55.0,522,ل,42,tehran,tehran
971419020##IMG_20181223_153201.jpg##NR##1.jpg,10.0,352,د,73,tehran,tehran
971419020##IMG_20181223_153212.jpg##NR##1.jpg,99.0,133,ه,94,tehran,tehran
971419020##IMG_20181223_153220.jpg##NR##1.jpg,33.0,399,ن,56,tehran,tehran
971419020##IMG_20181223_153228.jpg##NR##1.jpg,10.0,298,ب,99,tehran,tehran
971419020##IMG_20181223_153241.jpg##NR##1.jpg,99.0,479,ل,77,tehran,tehran
971419020##IMG_20181223_153253.jpg##NR##1.jpg,55.0,618,ب,51,tehran,tehran
971419020##IMG_20181223_153308.jpg##NR##1.jpg,33.0,468,ه,18,tehran,tehran
971419020##IMG_20181223_153322.jpg##NR##1.jpg,66.0,174,ه,46,tehran,tehran
971419020##IMG_20181223_153330.jpg##NR##1.jpg,55.0,951,ه,81,tehran,tehran
971419020##IMG_20181223_153346.jpg##NR##1.jpg,77.0,755,ج,73,tehran,tehran
971419020##IMG_20181223_153354.jpg##NR##1.jpg,10.0,131,ج,87,tehran,tehran
971419020##IMG_20181223_153411.jpg##NR##1.jpg,99.0,826,ل,52,tehran,tehran
971419020##IMG_20181223_153422.jpg##NR##1.jpg,99.0,643,ل,85,tehran,tehran
971419020##IMG_20181223_153444.jpg##NR##1.jpg,21.0,889,م,71,"karaj , tehran",tehran
971419020##IMG_20181223_153453.jpg##NR##1.jpg,55.0,572,ق,28,tehran,tehran
971419020##IMG_20181223_153504.jpg##NR##1.jpg,22.0,489,ن,94,tehran,tehran
971419020##IMG_20181223_153521.jpg##NR##1.jpg,77.0,449,م,69,tehran,tehran
971419020##IMG_20181223_153531.jpg##NR##1.jpg,99.0,737,س,23,tehran,tehran
971419020##IMG_20181223_153606.jpg##NR##1.jpg,33.0,536,ل,64,tehran,tehran
971419020##IMG_20181223_153617.jpg##NR##1.jpg,99.0,281,ن,53,tehran,tehran
971419020##IMG_20181223_153629.jpg##NR##1.jpg,55.0,389,و,97,tehran,tehran
971419020##IMG_20181223_153636.jpg##NR##1.jpg,34.0,584,و,27,khozestan,khozestan
971419020##IMG_20181223_153644.jpg##NR##1.jpg,77.0,682,س,69,tehran,tehran
971419020##IMG_20181223_153709.jpg##NR##1.jpg,99.0,591,و,35,tehran,tehran
971419020##IMG_20181223_153722.jpg##NR##1.jpg,22.0,393,ت,75,tehran,tehran
971419020##IMG_20181223_153731.jpg##NR##1.jpg,99.0,172,س,58,tehran,tehran
971419020##IMG_20181223_153737.jpg##NR##1.jpg,88.0,156,م,86,tehran,tehran
971419020##IMG_20181223_153752.jpg##NR##1.jpg,25.0,352,ن,56,azarbaijan sharghi,shabestar
971419020##IMG_20181223_153826.jpg##NR##1.jpg,33.0,284,ي,48,tehran,tehran
971419020##IMG_20181223_153835.jpg##NR##1.jpg,77.0,153,د,44,tehran,tehran
971419020##IMG_20181223_153842.jpg##NR##1.jpg,20.0,995,د,11,tehran,tehran
971419020##IMG_20181223_153847.jpg##NR##1.jpg,55.0,876,ه,84,tehran,tehran
971419020##IMG_20181223_153852.jpg##NR##1.jpg,55.0,754,د,47,tehran,tehran
971419020##IMG_20181223_153918.jpg##NR##1.jpg,33.0,253,ت,24,tehran,tehran
971419020##IMG_20181223_153924.jpg##NR##1.jpg,55.0,719,ص,49,tehran,tehran
971419020##IMG_20181223_153943.jpg##NR##1.jpg,88.0,427,م,33,tehran,tehran
971419020##IMG_20181223_153951.jpg##NR##1.jpg,33.0,559,م,39,tehran,tehran
971419020##IMG_20181223_154003.jpg##NR##1.jpg,33.0,169,ت,42,tehran,tehran
971419020##IMG_20181223_154018.jpg##NR##1.jpg,33.0,776,و,51,tehran,tehran
971419020##IMG_20181223_154031.jpg##NR##1.jpg,10.0,398,ص,72,tehran,tehran
971419020##IMG_20181223_154037.jpg##NR##1.jpg,55.0,954,س,52,tehran,tehran
971419020##IMG_20181223_154043.jpg##NR##1.jpg,33.0,612,ج,61,tehran,tehran
971419020##IMG_20181223_154050.jpg##NR##1.jpg,99.0,881,م,95,tehran,tehran
971419020##IMG_20181223_154058.jpg##NR##1.jpg,33.0,881,ل,23,tehran,tehran
971419020##IMG_20181223_154138.jpg##NR##1.jpg,66.0,121,ن,21,tehran,tehran
971419020##IMG_20181223_154159.jpg##NR##1.jpg,11.0,278,ويلچر,67,tehran,tehran
971419020##IMG_20181223_154208.jpg##NR##1.jpg,77.0,779,س,57,tehran,tehran
971419020##IMG_20181223_154218.jpg##NR##1.jpg,55.0,572,م,96,tehran,tehran
971419020##IMG_20181223_154247.jpg##NR##1.jpg,67.0,699,ج,44,esfahan,esfahan
971419020##IMG_20181223_154253.jpg##NR##1.jpg,10.0,379,ي,43,tehran,tehran
971419020##IMG_20181223_154314.jpg##NR##1.jpg,77.0,552,م,82,tehran,tehran
971419020##IMG_20181223_154434.jpg##NR##1.jpg,77.0,282,ط,43,tehran,tehran
971419020##IMG_20181223_154445.jpg##NR##1.jpg,10.0,592,ق,97,tehran,tehran
971419020##IMG_20181223_154609.jpg##NR##1.jpg,77.0,144,ه,13,tehran,tehran
971419020##IMG_20181223_154619.jpg##NR##1.jpg,10.0,685,ي,98,tehran,tehran
971419020##IMG_20181223_154625.jpg##NR##1.jpg,99.0,848,ل,25,tehran,tehran
971419020##IMG_20181223_154630.jpg##NR##1.jpg,22.0,192,ن,13,tehran,tehran
971419020##IMG_20181223_154651.jpg##NR##1.jpg,72.0,415,ق,77,mazandaran,beh shahr
971419020##IMG_20181223_154707.jpg##NR##1.jpg,66.0,174,ن,17,tehran,tehran
971419020##IMG_20181223_154711.jpg##NR##1.jpg,10.0,393,ل,81,tehran,tehran
971419020##IMG_20181223_154716.jpg##NR##1.jpg,99.0,855,ط,45,tehran,tehran
971419020##IMG_20181223_154728.jpg##NR##1.jpg,10.0,653,م,24,tehran,tehran
971419020##IMG_20181223_154740.jpg##NR##1.jpg,66.0,249,ط,11,tehran,tehran
971419020##IMG_20181223_154755.jpg##NR##1.jpg,20.0,876,ب,34,tehran,tehran
971419020##IMG_20181223_154810.jpg##NR##1.jpg,20.0,531,س,24,tehran,tehran
971419020##IMG_20181223_154828.jpg##NR##1.jpg,10.0,146,ن,67,tehran,tehran
971419020##IMG_20181223_154916.jpg##NR##1.jpg,20.0,672,د,91,tehran,tehran
971419020##IMG_20181223_155013.jpg##NR##1.jpg,10.0,555,ب,39,tehran,tehran
971419020##IMG_20181223_155022.jpg##NR##1.jpg,33.0,411,ن,95,tehran,tehran
971419020##IMG_20181223_155026.jpg##NR##1.jpg,33.0,554,ت,16,tehran,tehran
971419020##IMG_20181223_155031.jpg##NR##1.jpg,10.0,266,و,99,tehran,tehran
971419020##IMG_20181223_155047.jpg##NR##1.jpg,66.0,299,ق,64,tehran,tehran
971419020##IMG_20181223_155052.jpg##NR##1.jpg,10.0,768,ب,95,tehran,tehran
971419020##IMG_20181223_155059.jpg##NR##1.jpg,33.0,718,ل,41,tehran,tehran
971419020##IMG_20181223_155103.jpg##NR##1.jpg,55.0,582,ق,77,tehran,tehran
971419020##IMG_20181223_155107.jpg##NR##1.jpg,33.0,547,ق,65,tehran,tehran
971419020##IMG_20181223_155112.jpg##NR##1.jpg,33.0,197,ط,78,tehran,tehran
971419020##IMG_20181223_155121.jpg##NR##1.jpg,22.0,573,ت,71,tehran,tehran
971419020##IMG_20181223_155129.jpg##NR##1.jpg,88.0,636,ب,69,tehran,tehran
971419020##IMG_20181223_155132.jpg##NR##1.jpg,33.0,714,ن,48,tehran,tehran
971419020##IMG_20181223_155136.jpg##NR##1.jpg,66.0,682,م,22,tehran,tehran
971419020##IMG_20181223_155141.jpg##NR##1.jpg,99.0,341,ه,36,tehran,tehran
971419020##IMG_20181223_155145.jpg##NR##1.jpg,99.0,296,و,82,tehran,tehran
971419020##IMG_20181223_155154.jpg##NR##1.jpg,11.0,564,ويلچر,65,tehran,tehran
971419020##IMG_20181223_155206.jpg##NR##1.jpg,23.0,796,ل,21,esfahan,khansar
971419020##IMG_20181223_155233.jpg##NR##1.jpg,33.0,189,ط,73,tehran,tehran
971419020##IMG_20181223_155237.jpg##NR##1.jpg,66.0,316,ق,56,tehran,tehran
971419020##IMG_20181223_155245.jpg##NR##1.jpg,10.0,268,ي,82,tehran,tehran
971419020##IMG_20181223_155254.jpg##NR##1.jpg,10.0,147,س,81,tehran,tehran
971419020##IMG_20181223_155259.jpg##NR##1.jpg,44.0,899,ن,39,tehran,tehran
971419020##IMG_20181223_155302.jpg##NR##1.jpg,99.0,113,ل,53,tehran,tehran
971419020##IMG_20181223_155312.jpg##NR##1.jpg,55.0,145,ه,43,tehran,tehran
971419020##IMG_20181223_155318.jpg##NR##1.jpg,33.0,997,و,63,tehran,tehran
971419020##IMG_20181223_155326.jpg##NR##1.jpg,33.0,655,ق,34,tehran,tehran
971419020##IMG_20181223_155331.jpg##NR##1.jpg,20.0,667,ب,71,tehran,tehran
971419020##IMG_20181223_155714.jpg##NR##1.jpg,77.0,573,ق,14,tehran,tehran
971419020##IMG_20181223_155759.jpg##NR##1.jpg,33.0,336,ي,59,tehran,tehran
971419020##IMG_20181223_155853.jpg##NR##1.jpg,33.0,624,ب,22,tehran,tehran
971419020##IMG_20181223_155911.jpg##NR##1.jpg,99.0,857,ج,72,tehran,tehran
971419020##IMG_20181223_155917.jpg##NR##1.jpg,88.0,318,ه,66,tehran,tehran
971419020##IMG_20181223_155926.jpg##NR##1.jpg,99.0,988,ج,62,tehran,tehran
971419020##IMG_20181223_155941.jpg##NR##1.jpg,33.0,269,س,81,tehran,tehran
971419020##IMG_20181223_160006.jpg##NR##1.jpg,44.0,889,ع,85,tehran,tehran
971419020##IMG_20181223_160031.jpg##NR##1.jpg,33.0,481,و,73,tehran,tehran
971419020##IMG_20181223_160043.jpg##NR##1.jpg,66.0,519,و,26,tehran,tehran
971419020##IMG_20181223_160056.jpg##NR##1.jpg,99.0,879,ب,56,tehran,tehran
971419020##IMG_20181223_160114.jpg##NR##1.jpg,99.0,899,ب,91,tehran,tehran
971419020##IMG_20181223_160131.jpg##NR##1.jpg,77.0,258,ه,86,tehran,tehran
971419020##IMG_20181223_160138.jpg##NR##1.jpg,10.0,926,و,53,tehran,tehran
971419020##IMG_20181223_160157.jpg##NR##1.jpg,11.0,925,ويلچر,67,tehran,tehran
971419020##IMG_20181223_160237.jpg##NR##1.jpg,55.0,844,و,46,tehran,tehran
971419020##IMG_20181223_160303.jpg##NR##1.jpg,33.0,421,م,74,tehran,tehran
971419020##IMG_20181223_160308.jpg##NR##1.jpg,10.0,232,ي,69,tehran,tehran
971419020##IMG_20181223_160335.jpg##NR##1.jpg,55.0,167,ق,48,tehran,tehran
971419020##IMG_20181223_160359.jpg##NR##1.jpg,20.0,187,د,91,tehran,tehran
971419020##IMG_20181223_160405.jpg##NR##1.jpg,33.0,816,ن,37,tehran,tehran
971419020##IMG_20181223_160417.jpg##NR##1.jpg,11.0,165,ت,36,tehran,tehran
971419020##IMG_20181223_160423.jpg##NR##1.jpg,11.0,114,ن,43,tehran,tehran
971419020##IMG_20181223_160431.jpg##NR##1.jpg,33.0,188,ه,41,tehran,tehran
971419020##IMG_20181223_160512.jpg##NR##1.jpg,55.0,524,ي,87,tehran,tehran
971419020##IMG_20181223_160542.jpg##NR##1.jpg,99.0,513,ق,21,tehran,tehran
971419020##IMG_20181223_160548.jpg##NR##1.jpg,33.0,449,د,35,tehran,tehran
971419020##IMG_20181225_123115.jpg##NR##1.jpg,33.0,954,ن,74,tehran,tehran
971419020##IMG_20181225_123129.jpg##NR##1.jpg,66.0,712,ج,12,tehran,tehran
971419020##IMG_20181225_123139.jpg##NR##1.jpg,71.0,836,س,46,chaharmahal bakhtiari,shahre kord
971419020##IMG_20181225_123207.jpg##NR##1.jpg,10.0,145,ه,55,tehran,tehran
971419020##IMG_20181225_123250.jpg##NR##1.jpg,33.0,362,ع,17,tehran,tehran
971419020##IMG_20181225_123312.jpg##NR##1.jpg,55.0,858,ع,24,tehran,tehran
971419020##IMG_20181225_123414.jpg##NR##1.jpg,88.0,387,ص,55,tehran,tehran
971419020##IMG_20181225_123414.jpg##NR##2.jpg,66.0,659,ن,14,tehran,tehran
971419020##IMG_20181225_123419.jpg##NR##1.jpg,33.0,188,ل,41,tehran,tehran
971419020##IMG_20181225_123423.jpg##NR##1.jpg,99.0,344,و,52,tehran,tehran
971419020##IMG_20181225_123433.jpg##NR##1.jpg,77.0,687,ب,31,tehran,tehran
971419020##IMG_20181225_123440.jpg##NR##1.jpg,66.0,119,ن,89,tehran,tehran
971419020##IMG_20181225_123451.jpg##NR##1.jpg,11.0,465,م,52,tehran,tehran
971419020##IMG_20181225_123513.jpg##NR##1.jpg,99.0,356,ص,11,tehran,tehran
971419020##IMG_20181225_123524.jpg##NR##1.jpg,99.0,818,د,76,tehran,tehran
971419020##IMG_20181225_123620.jpg##NR##1.jpg,55.0,837,ج,63,tehran,tehran
971419020##IMG_20181225_123632.jpg##NR##1.jpg,33.0,475,م,24,tehran,tehran
971419020##IMG_20181225_123638.jpg##NR##1.jpg,99.0,695,ه,78,tehran,tehran
971419020##IMG_20181225_123650.jpg##NR##1.jpg,66.0,697,ط,64,tehran,tehran
971419020##IMG_20181225_123702.jpg##NR##1.jpg,33.0,786,ب,64,tehran,tehran
971419020##IMG_20181225_123720.jpg##NR##1.jpg,99.0,344,ي,67,tehran,tehran
971419020##IMG_20181225_123727.jpg##NR##1.jpg,77.0,952,س,58,tehran,tehran
971419020##IMG_20181225_123740.jpg##NR##1.jpg,66.0,577,س,82,tehran,tehran
971419020##IMG_20181225_123750.jpg##NR##1.jpg,88.0,436,م,62,tehran,tehran
971419020##IMG_20181225_123757.jpg##NR##1.jpg,99.0,191,ط,84,tehran,tehran
971419020##IMG_20181225_123822.jpg##NR##1.jpg,33.0,826,س,69,tehran,tehran
971419020##IMG_20181225_123839.jpg##NR##1.jpg,99.0,425,م,35,tehran,tehran
971419020##IMG_20181225_123855.jpg##NR##1.jpg,33.0,719,ن,72,tehran,tehran
971419020##IMG_20181225_123859.jpg##NR##1.jpg,66.0,857,ن,15,tehran,tehran
971419020##IMG_20181225_123910.jpg##NR##1.jpg,55.0,641,و,23,tehran,tehran
971419020##IMG_20181225_123918.jpg##NR##1.jpg,10.0,716,ن,48,tehran,tehran
971419020##IMG_20181225_123936.jpg##NR##1.jpg,10.0,181,و,18,tehran,tehran
971419020##IMG_20181225_123942.jpg##NR##1.jpg,77.0,991,د,79,tehran,tehran
971419020##IMG_20181225_124006.jpg##NR##1.jpg,44.0,142,ط,42,tehran,tehran
971419020##IMG_20181225_124011.jpg##NR##1.jpg,77.0,385,ي,27,tehran,tehran
971419020##IMG_20181225_124029.jpg##NR##1.jpg,33.0,258,ج,59,tehran,tehran
971419027##1.jpeg##NR##1.jpg,98.0,267,ج,68,ilam,ilam
971419027##10.jpeg##NR##1.jpg,19.0,951,ل,67,kermanshah,kermanshah
971419027##100.jpeg##NR##1.jpg,98.0,369,م,24,ilam,ilam
971419027##101.jpeg##NR##1.jpg,98.0,511,م,23,ilam,ilam
971419027##102.jpeg##NR##1.jpg,98.0,935,م,22,ilam,ilam
971419027##103.jpeg##NR##1.jpg,98.0,995,ع,12,ilam,ilam
971419027##104.jpeg##NR##1.jpg,88.0,917,ب,53,tehran,tehran
971419027##105.jpeg##NR##1.jpg,98.0,927,م,21,ilam,ilam
971419027##106.jpeg##NR##1.jpg,98.0,427,م,19,ilam,ilam
971419027##107.jpeg##NR##1.jpg,98.0,626,م,19,ilam,ilam
971419027##108.jpeg##NR##1.jpg,22.0,162,ع,59,tehran,tehran
971419027##109.jpeg##NR##1.jpg,84.0,758,س,52,hormozgan,bandar abbas
971419027##11.jpeg##NR##1.jpg,98.0,253,ع,29,ilam,ilam
971419027##110.jpeg##NR##1.jpg,98.0,257,الف,12,ilam,ilam
971419027##111.jpeg##NR##1.jpg,98.0,946,الف,11,ilam,ilam
971419027##112.jpeg##NR##1.jpg,98.0,232,الف,11,ilam,ilam
971419027##113.jpeg##NR##1.jpg,98.0,258,الف,12,ilam,ilam
971419027##114.jpeg##NR##1.jpg,98.0,794,الف,12,ilam,ilam
971419027##115.jpeg##NR##1.jpg,98.0,432,ج,34,ilam,ilam
971419027##116.jpeg##NR##1.jpg,98.0,967,ع,25,ilam,ilam
971419027##117.jpeg##NR##1.jpg,99.0,142,م,26,tehran,tehran
971419027##119.jpeg##NR##1.jpg,98.0,997,م,19,ilam,ilam
971419027##12.jpeg##NR##1.jpg,98.0,966,ج,11,ilam,ilam
971419027##12.jpeg##NR##2.jpg,98.0,757,م,22,ilam,ilam
971419027##120.jpeg##NR##1.jpg,98.0,224,م,26,ilam,ilam
971419027##121.jpeg##NR##1.jpg,98.0,143,م,23,ilam,ilam
971419027##122.jpeg##NR##1.jpg,28.0,289,ع,23,hamedan,hamedan
971419027##123.jpeg##NR##1.jpg,98.0,251,ع,27,ilam,ilam
971419027##124.jpeg##NR##1.jpg,88.0,651,ص,13,tehran,tehran
971419027##125.jpeg##NR##1.jpg,98.0,521,ب,81,ilam,ilam
971419027##126.jpeg##NR##1.jpg,99.0,273,س,99,tehran,tehran
971419027##126.jpeg##NR##2.jpg,99.0,562,ج,86,tehran,tehran
971419027##127.jpeg##NR##1.jpg,99.0,563,ج,86,tehran,tehran
971419027##128.jpeg##NR##1.jpg,11.0,717,ق,24,tehran,tehran
971419027##129.jpeg##NR##1.jpg,98.0,922,م,21,ilam,ilam
971419027##129.jpeg##NR##2.jpg,29.0,461,ج,21,kermanshah,kermanshah
971419027##13.jpeg##NR##1.jpg,98.0,263,م,14,ilam,ilam
971419027##130.jpeg##NR##1.jpg,77.0,771,ج,95,tehran,tehran
971419027##131.jpeg##NR##1.jpg,98.0,492,م,25,ilam,ilam
971419027##133.jpeg##NR##1.jpg,11.0,685,و,28,tehran,tehran
971419027##134.jpeg##NR##1.jpg,98.0,341,ج,42,ilam,ilam
971419027##135.jpeg##NR##1.jpg,98.0,191,م,13,ilam,ilam
971419027##136.jpg##NR##1.jpg,98.0,446,ب,45,ilam,ilam
971419027##136.jpg##NR##2.jpg,98.0,612,ج,19,ilam,ilam
971419027##137.jpeg##NR##1.jpg,98.0,148,م,12,ilam,ilam
971419027##138.jpeg##NR##1.jpg,11.0,226,ع,44,tehran,tehran
971419027##139.jpeg##NR##1.jpg,98.0,532,الف,13,ilam,ilam
971419027##140.jpeg##NR##1.jpg,98.0,948,الف,12,ilam,ilam
971419027##140.jpeg##NR##2.jpg,98.0,622,الف,11,ilam,ilam
971419027##141.jpeg##NR##1.jpg,98.0,239,الف,11,ilam,ilam
971419027##143.jpeg##NR##1.jpg,98.0,325,الف,13,ilam,ilam
971419027##144.jpeg##NR##1.jpg,98.0,128,الف,11,ilam,ilam
971419027##146.jpeg##NR##1.jpg,98.0,514,الف,12,ilam,ilam
971419027##147.jpeg##NR##1.jpg,98.0,328,الف,11,ilam,ilam
